https://www.ic.gc.ca/app/scr/ic/cr/contract.html?id=205786&lang=fra,ACA TMETRIX INC.,9202440101,2016-03-31,Logiciel client,"2016-03-31 - 
	        	2017-03-30",64 399 $,64 399 $,Le présent marché a été adjugé dans le cadre d''un concours.,Logiciel
https://www.ic.gc.ca/app/scr/ic/cr/contract.html?id=205818&lang=fra,"ANALYTICAL GRAPHICS, INC.",9202457301,2016-03-31,Logiciel client,"2016-03-31 - 
	        	2017-03-30",171 788 $,171 788 $,Le présent marché a été adjugé à un fournisseur unique.,Progiciel
https://www.ic.gc.ca/app/scr/ic/cr/contract.html?id=206026&lang=fra,MATHWORKS INC. (THE),9202433101,2016-03-31,Frais de licence/maintenance des logiciels client,"2016-03-31 - 
	        	2016-03-31",79 990 $,79 990 $,Le présent marché a été adjugé à un fournisseur unique.,
https://www.ic.gc.ca/app/scr/ic/cr/contract.html?id=205807&lang=fra,"ALLEN SYSTEMS GROUP, INC.",2530687,2016-03-30,Frais de licence/maintenance de logiciels d'application (comprenant les logiciels commerciaux) et logiciels d'élaboration et de mise en oeuvre d'applications,"2016-03-30 - 
	        	2017-03-29",93 222 $,93 222 $,Le présent marché a été adjugé à un fournisseur unique.,Lisences
https://www.ic.gc.ca/app/scr/ic/cr/contract.html?id=205843&lang=fra,BARRY MCLOUGHLIN ASSOCIATES INC.,5027896,2016-03-30,Services de conseillers en gestion,"2016-03-30 - 
	        	2016-03-31",11 018 $,11 018 $,Le présent marché a été adjugé à un fournisseur unique.,Formation
https://www.ic.gc.ca/app/scr/ic/cr/contract.html?id=206097&lang=fra,REPORTLINKER,2034276,2016-03-30,Abonnements électroniques et publications élec.,"2016-03-30 - 
	        	2016-03-31",10 752 $,10 752 $,Le présent marché a été adjugé à un fournisseur unique.,Publications électroniques
https://www.ic.gc.ca/app/scr/ic/cr/contract.html?id=206115&lang=fra,SHOULDICE MECHANICAL INC,7500591,2016-03-30,Édifices à bureaux,"2016-03-30 - 
	        	2016-03-31",88 705 $,88 705 $,Le présent marché a été adjugé dans le cadre d''un concours.,Fourniture et installation de plomberie - Bâtiment 2A
https://www.ic.gc.ca/app/scr/ic/cr/contract.html?id=205913&lang=fra,ECONOMIST INTELLIGENCE UNIT (THE),2034270,2016-03-29,Services	Accès à des données et bases de données,"2016-03-29 - 
	        	2017-03-28",15 429 $,15 429 $,Le présent marché a été adjugé à un fournisseur unique.,
https://www.ic.gc.ca/app/scr/ic/cr/contract.html?id=205965&lang=fra,HILL AND KNOWLTON CANADA LIMITED,3514927,2016-03-29,Services de conseillers en gestion,"2016-03-29 - 
	        	2016-07-22",79 114 $,79 114 $,Le présent marché a été adjugé dans le cadre d''un concours.,Consultants en communications
https://www.ic.gc.ca/app/scr/ic/cr/contract.html?id=206003&lang=fra,ITEX INC.,3031849,2016-03-29,Frais de licence/maintenance de logiciels d'application (comprenant les logiciels commerciaux) et logiciels d'élaboration et de mise en oeuvre d'applications,"2016-03-29 - 
	        	2017-03-28",22 293 $,22 293 $,Le présent marché a été adjugé dans le cadre d''un concours.,Maintenance et support de  logiciel
https://www.ic.gc.ca/app/scr/ic/cr/contract.html?id=206005&lang=fra,JANIQUE SIMARD-OUELLETTE,3514936,2016-03-29,Services de conseillers en gestion,"2016-03-29 - 
	        	2016-09-30",23 730 $,23 730 $,"Le présent marché a été adjugé dans le cadre d''un concours.
Le présent marché a été adjugé à un ancien fonctionnaire recevant une pension versée en vertu de la Loi sur la pension de la fonction publique.",Consultante en dotation
https://www.ic.gc.ca/app/scr/ic/cr/contract.html?id=206032&lang=fra,MERGENT INC.,2034271,2016-03-29,Services	Accès à des données et bases de données,"2016-03-29 - 
	        	2017-03-28",32 510 $,32 510 $,Le présent marché a été adjugé à un fournisseur unique.,
https://www.ic.gc.ca/app/scr/ic/cr/contract.html?id=206104&lang=fra,S&R MECHANICAL INC.,7500590,2016-03-29,Édifices à bureaux,"2016-03-29 - 
	        	2017-03-31",63 167 $,63 167 $,Le présent marché a été adjugé dans le cadre d''un concours.,Fourniture et installation de matériel mécanique  - Vestibule
https://www.ic.gc.ca/app/scr/ic/cr/contract.html?id=205872&lang=fra,CODEWORK INC.,3031981,2016-03-28,Frais de licence/maintenance de logiciels d'application (comprenant les logiciels commerciaux) et logiciels d'élaboration et de mise en oeuvre d'applications,"2016-03-28 - 
	        	2017-03-27",77 943 $,77 943 $,Le présent marché a été adjugé dans le cadre d''un concours.,Maintenance et support de logiciel
https://www.ic.gc.ca/app/scr/ic/cr/contract.html?id=205886&lang=fra,D&B COMPANIES OF CANADA LTD. (THE),3514881,2016-03-28,Services	Accès à des données et bases de données,"2016-03-28 - 
	        	2017-03-27",28 086 $,28 086 $,Le présent marché a été adjugé dans le cadre d''un concours.,Abonnements
https://www.ic.gc.ca/app/scr/ic/cr/contract.html?id=205908&lang=fra,EBSCO CANADA LTD.,2034137,2016-03-28,Services	Accès à des données et bases de données,"2016-03-28 - 
	        	2017-03-27",49 608 $,49 608 $,Le présent marché a été adjugé à un fournisseur unique.,
https://www.ic.gc.ca/app/scr/ic/cr/contract.html?id=205909&lang=fra,EBSCO CANADA LTD.,2034139,2016-03-28,Services	Accès à des données et bases de données,"2016-03-28 - 
	        	2017-03-27",28 833 $,28 833 $,Le présent marché a été adjugé à un fournisseur unique.,
https://www.ic.gc.ca/app/scr/ic/cr/contract.html?id=205865&lang=fra,CEDROM-SNI INC.,9202451101,2016-03-27,Services	Accès à des données et bases de données,"2016-03-27 - 
	        	2017-03-26",168 739 $,194 633 $,"Le présent marché comprend une modification ou plus.
Le présent marché a été adjugé dans le cadre d''un concours.",Base de données
https://www.ic.gc.ca/app/scr/ic/cr/contract.html?id=205884&lang=fra,CORPORATE EXECUTIVE BOARD,3514917,2016-03-26,Services	Accès à des données et bases de données,"2016-03-26 - 
	        	2017-03-25",36 527 $,36 527 $,Le présent marché a été adjugé dans le cadre d''un concours.,Consultant d'affaire
https://www.ic.gc.ca/app/scr/ic/cr/contract.html?id=205840&lang=fra,AVIATION WEEK,2034243,2016-03-25,Services	Accès à des données et bases de données,"2016-03-25 - 
	        	2017-03-24",26 005 $,26 005 $,Le présent marché a été adjugé à un fournisseur unique.,
https://www.ic.gc.ca/app/scr/ic/cr/contract.html?id=205826&lang=fra,APPLIED ELECTRONICS LIMITED,3031975,2016-03-24,Matériel de transmission d'images et de communications vidéo,"2016-03-24 - 
	        	2016-06-30",59 325 $,59 325 $,Le présent marché a été adjugé dans le cadre d''un concours.,
https://www.ic.gc.ca/app/scr/ic/cr/contract.html?id=205848&lang=fra,BLOOMBERG LP,2034273,2016-03-24,Services	Accès à des données et bases de données,"2016-03-24 - 
	        	2017-03-23",97 551 $,97 551 $,Le présent marché a été adjugé à un fournisseur unique.,
https://www.ic.gc.ca/app/scr/ic/cr/contract.html?id=205856&lang=fra,BV02 INC,5027872,2016-03-24,Services de conseillers en gestion,"2016-03-24 - 
	        	2016-04-29",24 578 $,24 578 $,Le présent marché a été adjugé à un fournisseur unique.,Falicitateur
